partition_index	depth	partition_seed_sha256	assignment_sha256
209	6	5989bf305b51d0b99b168bbf2ecc534e5a4ff8a15f68c2aa4ba25c540bb86073	046c921dc96402ee3acda6ca494eae286806afc9f3c45bb8e7cada9b4022105f
209	8	5989bf305b51d0b99b168bbf2ecc534e5a4ff8a15f68c2aa4ba25c540bb86073	34af432f661fca31a5cfb01f2d1fc1ac0c9629d569ce7663c152ab23f07d572f
210	4	dc4441cd64595181a0c86fd41720e8b4758ec1527f62cca31f0b8724fd2c1173	d209695cefd25a550a7c76151926f6b021298d1a7659a9856be2c60008da64e7
210	6	dc4441cd64595181a0c86fd41720e8b4758ec1527f62cca31f0b8724fd2c1173	8284c5561df9c2fc9d4c43904aa7d94d42c378f0f7696dad58af7c4b4762495b
210	8	dc4441cd64595181a0c86fd41720e8b4758ec1527f62cca31f0b8724fd2c1173	8459f47201ec37fa48d89bf08bca431826b6080dfaa337072f24358863dc1375
211	4	666eaf3b0ed07591a8b135a2df855f63c95cc4f8c3f811116024671216ebf4c8	dd679e0ef11cb55f58105176346163cc58c83bd62060be29dd0f6b2a02ae6418
211	6	666eaf3b0ed07591a8b135a2df855f63c95cc4f8c3f811116024671216ebf4c8	7062c4fddb70a75c1e6107356023bd5bb74b5425e859fda5636980d8717950ee
211	8	666eaf3b0ed07591a8b135a2df855f63c95cc4f8c3f811116024671216ebf4c8	abc2d68a7c4c8a9a997ee038edd672abd110f517e066fe43bdcc3b893488d030
212	4	b3b640c67f27017230aa0fddd4fbc8cadd4c11c54786619232b74dcad8362c4a	55bc04ba527c230a944f093dcace22241b025a03643dc63c93cd55b57b876259
212	6	b3b640c67f27017230aa0fddd4fbc8cadd4c11c54786619232b74dcad8362c4a	cf404c9614f0bc6cd704c76e6e3fe92bf18110711d643cfb83b65675bd2cdf4d
212	8	b3b640c67f27017230aa0fddd4fbc8cadd4c11c54786619232b74dcad8362c4a	35cf0e5628a403309f8a4289d1360809ab1c65cdb67b28b1c0acc682d5dbf18a
213	4	6ea664efa07397a2d7828a51a38aff2ec67f00d880c74f1202f0f267bb72e356	8128693ac61b30e3793feb533eab1c84e54408e034916228ad03126ee386e865
213	6	6ea664efa07397a2d7828a51a38aff2ec67f00d880c74f1202f0f267bb72e356	7a9eace6efb04cb87d0eb142f20b67fecd3a004ff788ad5b9d76ca3fe7841083
213	8	6ea664efa07397a2d7828a51a38aff2ec67f00d880c74f1202f0f267bb72e356	296e90d35cfd7d8c0ff933b65bb9a9a2d630e771735c3b6ea91e72df792d0d58
214	4	fef17b12dee659fd26ec8934ff3cae66e2d42d8931040a7ac084ea7038999ea4	ded6c712fccf75f03ccbe80985395b5a6f3b45e7e0c8d0a36c52d1457c4c1979
214	6	fef17b12dee659fd26ec8934ff3cae66e2d42d8931040a7ac084ea7038999ea4	193ca754fcb6c2a92ad6c6cb3a2c750e39f270c9c14d964349f582b68fd5e640
214	8	fef17b12dee659fd26ec8934ff3cae66e2d42d8931040a7ac084ea7038999ea4	ba9679123607574a2fe13958fb424fe09452533394bf7d0b80aaa08c6177bea4
215	4	6fda3395006078f03d5804bc13fa60f5d2bf5e81b1c959db441f6891fea9c494	0d74d822168814f6937c034d192ae25b8d288b75f3b749745ad4b51e9a73f953
215	6	6fda3395006078f03d5804bc13fa60f5d2bf5e81b1c959db441f6891fea9c494	122059033f80d802de61109a2eb3c1605fbe6c7457fcf337feae7765b2a5cc30
215	8	6fda3395006078f03d5804bc13fa60f5d2bf5e81b1c959db441f6891fea9c494	1fa883c3955bc28c252e9f35d6096a7d09fd48c26d725f955839ecd27e7205fa
216	4	a58754685d2309c63a9098e15114e10965fe08f7efabc72a7b5fc6555eab8932	f254c87302b8c75ab073f9ac9092f2552a889934c1648085eddcbe69134797cf
216	6	a58754685d2309c63a9098e15114e10965fe08f7efabc72a7b5fc6555eab8932	87e4cd7c54c650ff0feddede80c514afb02770d65d83bb2ef4d20ac3e6e55658
216	8	a58754685d2309c63a9098e15114e10965fe08f7efabc72a7b5fc6555eab8932	8cd69082678f4b4348836201d19946601c503845062175968ea28fa37205caea
217	4	fd177bf2036c59b0cc92591acf275e78c5d0498325d10a95274f654edcaf5fb8	9d6123e1efea244ac1b8a657a35b9bc3e6df2c98b43f478e41722d3ad9437ba9
217	6	fd177bf2036c59b0cc92591acf275e78c5d0498325d10a95274f654edcaf5fb8	78c67a24cc226218f1fb5028bdf03b64392e84882a609b8d04237f6084f868ca
217	8	fd177bf2036c59b0cc92591acf275e78c5d0498325d10a95274f654edcaf5fb8	1124f37559dbc806f5c317166ed95412419ed40e2e0c2c107a4ca2d565e211b6
218	4	9a8e22af99ce4902dd086587643a163da92000bc2e2c845ae07767d239d3cce2	d6373ae72662375ab07a4324eea7e34140158c22b7b0e3f8cbd215dc38db3a3c
218	6	9a8e22af99ce4902dd086587643a163da92000bc2e2c845ae07767d239d3cce2	e03932c58b4e9ffdec274f262b44128836733660201a039d76e375550100e935
218	8	9a8e22af99ce4902dd086587643a163da92000bc2e2c845ae07767d239d3cce2	94598a8b479acfd53fe55b87263da314a333b27ff1f4621ac9993fd10e3e589c
219	4	8f433ad7f01d38726fc913648bf3101fea4aab93c692d5e918f1c6ea6aaedc66	142513726f778e83c0582f236fd79b77487155f3c60b76a0f444b4271e427f3d
219	6	8f433ad7f01d38726fc913648bf3101fea4aab93c692d5e918f1c6ea6aaedc66	37e9b825fae922ebf0f0115468d53e9d4dd3ad8192c858a661185b0217c38a69
219	8	8f433ad7f01d38726fc913648bf3101fea4aab93c692d5e918f1c6ea6aaedc66	4d983d54c148533a81b1942f0f3af6be1dffefbc4a02e2dc6321e7203d34ad72
220	4	3962bea4bde5bed9dce7ce35baea34be0158ac6fd0c84f076ddfc90699201cc0	0afcc8659e6d46a7163e21ab5e080cdf4f624ec6fe3f1f2e14e4d71ff7bd496d
220	6	3962bea4bde5bed9dce7ce35baea34be0158ac6fd0c84f076ddfc90699201cc0	48d095d4d8705c92077af0ce5dae47c84768471a2f408b74cc1d1bc5a1e1e13f
220	8	3962bea4bde5bed9dce7ce35baea34be0158ac6fd0c84f076ddfc90699201cc0	e2b131bfaf819f00bf114c156c0ec15a9f61a6013a2cab782096b3ab9531b4b2
221	4	c7248bf519b1689cc21f1d5961c3e3a004333f7b9cbf39cce10445b6f944c76b	9df5edf90484a583bfad82c52a397a939a87f073efabf608ff9b9ffa5a1426ac
221	6	c7248bf519b1689cc21f1d5961c3e3a004333f7b9cbf39cce10445b6f944c76b	8782af9264780c3c4cfc3b06dc0fd22f70d5c3ba80bcf5a328d04a69b20595cb
221	8	c7248bf519b1689cc21f1d5961c3e3a004333f7b9cbf39cce10445b6f944c76b	b7dcaa52e8e56579d6f6bab157370231d18e2de52548a8ba46b89285caa5a1a1
222	4	fbb38d3ded4bebddfd3775a03e8cb457c5be65117eeb79186139608aa82e3925	95e9dc1daf0e6977112972bd8fdb342eeb2a19c1dfea8808a95cd17890b6dedb
222	6	fbb38d3ded4bebddfd3775a03e8cb457c5be65117eeb79186139608aa82e3925	cb1feb0f5ac445d1e6d0085de29f88ad342c50ece6f08cc0f5a65ceba2194647
222	8	fbb38d3ded4bebddfd3775a03e8cb457c5be65117eeb79186139608aa82e3925	3e4a3afa3811e4702781729cf7f05b959a9f32493db65b58a48c4156f974708e
223	4	41d2b853f8027ef6682725b987ae0919a0a1bd123c6c2af47209ea79d578dd79	17205e6577de9bde110c40d78ed45d7ce7704bd522e8059938722aaf37eb6b06
223	6	41d2b853f8027ef6682725b987ae0919a0a1bd123c6c2af47209ea79d578dd79	aa17f19bc6f94092b731d7cf0e59f8952d41610cdfff7ff3678afc84ddb7fbfb
223	8	41d2b853f8027ef6682725b987ae0919a0a1bd123c6c2af47209ea79d578dd79	8f426221250bfdb9d120bf893e52e8e080bac6df0da9c1e8eb3a80c9d75993b0
224	4	370a2d91a92e79b20105a4b5193650247aa51ac0dbea4d2762d9864b47476b23	98058ffb050392e295caa76b8dff18190a292c126526cbabd791ba6cdc6eaecd
224	6	370a2d91a92e79b20105a4b5193650247aa51ac0dbea4d2762d9864b47476b23	f4c9011da54f31747b57a6c5ae6f8ad4b1b127909ab9f18825b82e5f6463477b
224	8	370a2d91a92e79b20105a4b5193650247aa51ac0dbea4d2762d9864b47476b23	83159df919d4a50eb961503fbf2e0e2f2560094826a1611447a8b46ed267f2c0
225	4	00ba08cb43366cc468a3f05cb4027ec2ad43a2243aa875abd5fec9f4703b0786	bf927ced3d93a3a7df7bab8174eb890bcba7086411257ad73de13de043b503c2
225	6	00ba08cb43366cc468a3f05cb4027ec2ad43a2243aa875abd5fec9f4703b0786	b85986fa05f928ddcedee1ff9d1163d9fbe29dfffc16b8daaec117857cea5d09
225	8	00ba08cb43366cc468a3f05cb4027ec2ad43a2243aa875abd5fec9f4703b0786	9dfc33c191bcdd5632b65bc9acae4a5a85fa3f1bcfa6569255ec0db278b652c1
226	4	5c93bfb0f6b32c4d01a876d98d49442ea894362abdc52746b63c02456fa44643	1006dd9eaf240c6f73de8801620798fecdd759da03b0eb8cf0b75d7fec20fa92
226	6	5c93bfb0f6b32c4d01a876d98d49442ea894362abdc52746b63c02456fa44643	6e7ffe561d24d41b231f9480834c82cb3edb327eb810af9bec14166d1c8b4399
226	8	5c93bfb0f6b32c4d01a876d98d49442ea894362abdc52746b63c02456fa44643	0f0d151df422350824aafc7cadf5cac628c18bb53acb4d23a25197a2047eb95d
227	4	06fe03253693c39da4d0c917f744c86350fadc5ce5590e356d2b47eb3de8d06a	258a264f8a4386b86739de1b8b3051926317fafa1327b8085747617791287719
227	6	06fe03253693c39da4d0c917f744c86350fadc5ce5590e356d2b47eb3de8d06a	2cc710426986f3556bf6701c1f54f7da6f24e87a3acbd8b7c76cc81ae55b4966
227	8	06fe03253693c39da4d0c917f744c86350fadc5ce5590e356d2b47eb3de8d06a	eaf51a0d8bbbe988d8d9b8ffc3d74a6dc081124ef26164eab3a92a07554cbe63
228	4	8bd91c3d00c4dd31cca9a085b913219df759282bfb35b36c5601e9df2def45d1	dcec2175d00071fc6a4e2f4f4613d946b0914e6e72e1a9727219869bf22bcf79
228	6	8bd91c3d00c4dd31cca9a085b913219df759282bfb35b36c5601e9df2def45d1	422be256f30bddba7b822b90c6430b358d62c82cb6c9987e0f71a48988397c66
228	8	8bd91c3d00c4dd31cca9a085b913219df759282bfb35b36c5601e9df2def45d1	5dbc00c5b82924b0e80836d414d8a7fef3db6a60079dafe5affb02a4c28f4c72
229	4	c7f359db93bd9e1cf404d9b8567ce5b2341b411e17f553a3c25b56f3ebc8bf5c	6971670c323667fd825596b1aff6bc772c34d23e81e5460777184bb7c87cc520
229	6	c7f359db93bd9e1cf404d9b8567ce5b2341b411e17f553a3c25b56f3ebc8bf5c	ce0ce2f01691d3d37b6fa8916c08bc9a7f9bbb411c222901cc717accee1490c8
229	8	c7f359db93bd9e1cf404d9b8567ce5b2341b411e17f553a3c25b56f3ebc8bf5c	7e183895308034790dadc8e28df62d8b10f41172409ab5f6398d172d53b6bd14
230	4	5bac90e646c0e6cd118a020e8d3d0d4b0d5d16b217dff2d617e1ab653e11600d	8250f3bf6283f7f90a2ee7eae5d2e67d6b11ba1c2a4f5bd537278b4165a32666
230	6	5bac90e646c0e6cd118a020e8d3d0d4b0d5d16b217dff2d617e1ab653e11600d	a69afbe83ad50c64184537254e0de7492af230cfe2edf781f60a0b7eaac92423
230	8	5bac90e646c0e6cd118a020e8d3d0d4b0d5d16b217dff2d617e1ab653e11600d	b093e035c509f31f93b56f8fafc3f4a8b8de93a82c0ece3d8c127779c4dd214a
231	4	b296602321a4bfaedf1ccfce32c2f8268b040bc4bd24fd5c55555a3fa3f0ae8d	01ae51738e3ec5837d91b5e83d3c8f9317b38ad35e535b23aee7472c72572fad
231	6	b296602321a4bfaedf1ccfce32c2f8268b040bc4bd24fd5c55555a3fa3f0ae8d	ac76f2d58d7820534f65b44867fdbe83985bbf49f078356d313d30b5dbf283ed
231	8	b296602321a4bfaedf1ccfce32c2f8268b040bc4bd24fd5c55555a3fa3f0ae8d	c9b834199c019b873553b3af8da35ed2b8ea7be860897ca052e46116039834ff
232	4	5a3bb44fd469d13ad08abb0d7fb1a45c63bb37708b2547abce82393c6cbf6f7f	8c971fd306e70b4016d143dcc904a2019e927bd2ebc982ea0503069bd13d54ac
232	6	5a3bb44fd469d13ad08abb0d7fb1a45c63bb37708b2547abce82393c6cbf6f7f	af7c19242b14b3fb1cc61757c60a480b79b63477ab0bcd3047738fd65de53936
232	8	5a3bb44fd469d13ad08abb0d7fb1a45c63bb37708b2547abce82393c6cbf6f7f	3ec8c71df6bde83aae3581a5440076740246f9634231b41bd0aac953af68e698
233	4	720cf16ac19f0a9366ee4b61cbf3f4241b7e4539b8418c75927eb3222da0783c	faf1c1940f7589870c771388dbef5d50cf05ce2cb103dcdca4a0431f80c8cdf4
233	6	720cf16ac19f0a9366ee4b61cbf3f4241b7e4539b8418c75927eb3222da0783c	e3a8e32231abd3ff35e0b31cdc925499401c0cb7aa59b469355727e27d974f2c
233	8	720cf16ac19f0a9366ee4b61cbf3f4241b7e4539b8418c75927eb3222da0783c	182a5bdecec1ae1b32ae6484ce235de12ddbb5bfe2de88e936a90831629e4f25
234	4	9e1a8126b8bc1e4ab2b6290825aa992021934c8d5d4051b0e558291c9de90201	ff46b917c4cb45a32c23ffd3c15669e98535485310e6344771fdb699491741e4
234	6	9e1a8126b8bc1e4ab2b6290825aa992021934c8d5d4051b0e558291c9de90201	36ef9d3089e38719ed92bf295e28e3895ecf663fa9127623641bb1b71bf5fcef
234	8	9e1a8126b8bc1e4ab2b6290825aa992021934c8d5d4051b0e558291c9de90201	fda2cba8918f0b01145f79feceb8a590ff99b68a704f00ed5a2c9b09bfe4f57a
235	4	39faf1951f8404dc763a296a6ddb5e64c6749bbee294fdcadc9817b0cc1923c0	772dca69897109cde736ae5f10efe67cfae30f23d809644902d5c5af12e3b9d4
235	6	39faf1951f8404dc763a296a6ddb5e64c6749bbee294fdcadc9817b0cc1923c0	0e11254e9c50f1511683891eb33b47382bc62de8949bfdc1bc10da375bfbd9c5
235	8	39faf1951f8404dc763a296a6ddb5e64c6749bbee294fdcadc9817b0cc1923c0	793023c16324d780df327fa66e940b5421350b2314672edc33e960a8ed1b5c0e
236	4	e90b3566cac810fee69cce95284db4092d516e0bb4b9bbf312529a2a2b01adf4	260aa4a8911de163dc14459b5070037253a56a6dc105129c74b9cfcb52b6294d
236	6	e90b3566cac810fee69cce95284db4092d516e0bb4b9bbf312529a2a2b01adf4	85a6e7bb6a4f4c01c9a0932bb571b1a17f70e143a47ad9946a0c2cdce51cd032
236	8	e90b3566cac810fee69cce95284db4092d516e0bb4b9bbf312529a2a2b01adf4	7f34048474615402413af72502900471e233510d92af8ca174049e7f3e0238f1
237	4	1c1de915df337c5126c53ec57b977a53ce4234fb047c875491f2cf5ad6a46b88	0baf792b958ba8366fa20fe462724aee08ed4f5b115d2b6d7e3e30550401ec77
237	6	1c1de915df337c5126c53ec57b977a53ce4234fb047c875491f2cf5ad6a46b88	6ba110bf39e32ebe8b404e71f105730668b17eebf6201a493f668821ca86aa02
237	8	1c1de915df337c5126c53ec57b977a53ce4234fb047c875491f2cf5ad6a46b88	d2126774013921c83317e1aba9f9b18bc8d2e7f7f7f7f6ad1fb3ad8fac6562db
238	4	d53016505982125ae507dcf0f08ec76ce229cc834e6b41a3a01c7811ac67fef8	d22879ff243ae3a6f7c96e98c835022df5bce0990be93cf8cce618ca367271e1
238	6	d53016505982125ae507dcf0f08ec76ce229cc834e6b41a3a01c7811ac67fef8	dcb7aa9ac28c2244103b5969a1d86c2f2e970b7019488ad685c5f7998c171bc2
238	8	d53016505982125ae507dcf0f08ec76ce229cc834e6b41a3a01c7811ac67fef8	2eeaccdb320aac34f4e98edbee7259e4b65a92cfac1d973eedfeb3381c11c03f
239	4	7292c0be7b411158bd65c5f7bb624341b5d44cfd2f0bcc4a636c5ee4cc0977da	8a6d2ec0cb42a453958b530a49e697163189d69df7d6dd1eac19069393198d5c
239	6	7292c0be7b411158bd65c5f7bb624341b5d44cfd2f0bcc4a636c5ee4cc0977da	ca1ae7838c1d8d3d637471c9ff8bd6f78d479d9e7de5ed65b6062f4080e493fb
239	8	7292c0be7b411158bd65c5f7bb624341b5d44cfd2f0bcc4a636c5ee4cc0977da	4aa17dcc91f6627d78d02753d3113a0fc4d322650364f6d6eae1ca942aa2122b
240	4	27e5bc831d4844538feb95d39b69e566eaf82a77f21e077736b112ed14b934d5	322a519afc5d8ea53118ceb313ac5c8c4675b38326effa6a85bb756afae4b0ef
240	6	27e5bc831d4844538feb95d39b69e566eaf82a77f21e077736b112ed14b934d5	8836682a0b3c008064ec1f17bc52cde54444800ac35cb7c8f490ba50675dfcbb
240	8	27e5bc831d4844538feb95d39b69e566eaf82a77f21e077736b112ed14b934d5	46e13edae8e8cf6725d4696292bc51c6e37ad361002941eb151dae3f84fdc106
241	4	d9a72abddec1227f18597953fdfdae3940409aefd8dbfa33ce4ad8953b3bf538	f5aebb01a77d1199ddf485fc73f49da8d62ed3dc720dd9bd3a750c230e20b99f
241	6	d9a72abddec1227f18597953fdfdae3940409aefd8dbfa33ce4ad8953b3bf538	6f8c6f5f427ae08f0f54c7c7c2a360d54fcc228590fd070d1cc98054a230d934
241	8	d9a72abddec1227f18597953fdfdae3940409aefd8dbfa33ce4ad8953b3bf538	c2648cb7f3f8573b86b78213a5424379b97641ca20a13cfc333f2b37a1958a49
242	4	31dd801754fda91f152af53dd59ad5f407b2dc6459c14e62d4d5639ee6d61de3	0d04f22e632dddf8569bbf794f502ce9f690cde49db50293f9bf3ccef89a778d
242	6	31dd801754fda91f152af53dd59ad5f407b2dc6459c14e62d4d5639ee6d61de3	d354035234e47b4e4e325a473936e1f4d31e4f24099592afb04afb2b07e0aee8
242	8	31dd801754fda91f152af53dd59ad5f407b2dc6459c14e62d4d5639ee6d61de3	81712e7068912fb443e6bebf3ea1044def0f3b6bd8ac17eebe5a8f0629ed51d2
243	4	0cdefcb67f75228c90a3262a2764fb7eb14648dd220aa9022fabbbe75fae30b2	79e419e976fbead9beb3788cad66bcb18bfb00c74c54bb086f7ea16adb04c101
243	6	0cdefcb67f75228c90a3262a2764fb7eb14648dd220aa9022fabbbe75fae30b2	269fa2e674edb7ada84149b4d02278d9be3ad76e3e7a8770fedd29482302dead
243	8	0cdefcb67f75228c90a3262a2764fb7eb14648dd220aa9022fabbbe75fae30b2	85a68f4501668b36ece603b1e33b009ef12b7ce6351195c243a9a352a85996b1
244	4	eb325589653c68725cc6d2ea5a9ae6b4fa578d48c36b8d1efd2bfb8b2684cce7	1f292499b460936753158c01256d16340ec1d2e7897c48458d7801010fbcf015
244	6	eb325589653c68725cc6d2ea5a9ae6b4fa578d48c36b8d1efd2bfb8b2684cce7	9517dee0577c878100cac5e0376980e805d91191e94af6bc6bbdc78be44f2363
244	8	eb325589653c68725cc6d2ea5a9ae6b4fa578d48c36b8d1efd2bfb8b2684cce7	d4f98f8d5ac351b82e8cb99e385f42b5c8022f58757faf2830ba492f53a0fd1f
245	4	b8215caa574b83f6978210deb86525375027c1dd1a416bf12ca7d48aeef3db33	d08e446ad6351a0a239e9a5b4365a56d3d7ece688c7c574fbf494ed775dba7cd
245	6	b8215caa574b83f6978210deb86525375027c1dd1a416bf12ca7d48aeef3db33	8b2d77ba536cfde0c7a6b1350356821b6dec369a2f1f78325de14b31dc1e0bd3
245	8	b8215caa574b83f6978210deb86525375027c1dd1a416bf12ca7d48aeef3db33	b22026970885cc48ecbd3222e143296a3059d8a303d49ad2ad23440bf2ffce5a
246	4	444e4c637dd3ba0b3c2dcefd0f7609e2b5eaa32645a71731c9b3e925ec4e984a	3651d60875783d000950103758d3dec539e1c6b7e17fec28869bb92edc8b5e1a
246	6	444e4c637dd3ba0b3c2dcefd0f7609e2b5eaa32645a71731c9b3e925ec4e984a	bfa34de4f64b0f74db3d044fa7b1187fe7b7498619fa59c9ce9c538d18cdffa6
246	8	444e4c637dd3ba0b3c2dcefd0f7609e2b5eaa32645a71731c9b3e925ec4e984a	6117f523fb5cec2903ba4ee61d9da1cb080ba265995957b46c2a5f5609790eb5
247	4	e15a6b167075d79761c441215bb780b256a09a76a34d56ec535bec42fff4a6a8	4e604ea9fbdba3463e1b87e038e73ff31abf324c5f584ecb4d3ebbab161eacd1
247	6	e15a6b167075d79761c441215bb780b256a09a76a34d56ec535bec42fff4a6a8	3fbf3cb359fa54b658c182fee63b84e913bac5703dcf3e921db297cbe0fc9b6c
247	8	e15a6b167075d79761c441215bb780b256a09a76a34d56ec535bec42fff4a6a8	640c42f34c8bb6f7dc14f17c8a977afb8763929fad4b5f8a757b2ba8aa78b785
248	4	9e158aeaa34bf8432f6c720604e267c1698f698e0e78ccc12d5bd5831b23a3ab	7a7351287ebc70378211802cb2b266de51dd52fe7a02487a3d2994ff02c42362
248	6	9e158aeaa34bf8432f6c720604e267c1698f698e0e78ccc12d5bd5831b23a3ab	20529d8496cd1db22263a65c59b1980fca61ff5769da8886bb7f000533902c08
248	8	9e158aeaa34bf8432f6c720604e267c1698f698e0e78ccc12d5bd5831b23a3ab	0d7d3a523789018e2ac96388426898c491fee209fda868feedf6d6dfe149ff8a
249	4	268bc953b15921a6cb618cdaa8b0db92e306567bdea50acfff56ef179ad8045e	3d01074658fd034c7353c811168757f79218c7259a2512b6f53d61f20f8806da
249	6	268bc953b15921a6cb618cdaa8b0db92e306567bdea50acfff56ef179ad8045e	7f2f757c0c7de53356e4d9263b3c3769d76945f7d7dc53e74e425d5c763a54ba
249	8	268bc953b15921a6cb618cdaa8b0db92e306567bdea50acfff56ef179ad8045e	1d6c297ba3e1ad78a68ecbbcacd68501fb5afcd94e9d664dc3ab0184d92f7eec
250	4	c00cc6f5372b2123117726291f677c32b7b5fa850ac36d5c44ef11568381e0ba	d8cf9cca7ef8e2524434148318aebef5c47ecf4b6f80f931d700bd6500d204fd
250	6	c00cc6f5372b2123117726291f677c32b7b5fa850ac36d5c44ef11568381e0ba	a2ce4982ce347eec1e24c9b6b97f58d332864187e22d73320cddcf32e23e7174
250	8	c00cc6f5372b2123117726291f677c32b7b5fa850ac36d5c44ef11568381e0ba	a0e4d4869a53f2965dcbf519886d0fcdd0bae311519f3476012b7aa30bea0295
251	4	686648b0dccff7792ca6a219aaa78155753298b2a3cc4ab29fe0ff1923846d9b	bf4d5147ceebcc4ac0d88be80dd12a09a663c87ab13d1876c74a6afd05348dca
251	6	686648b0dccff7792ca6a219aaa78155753298b2a3cc4ab29fe0ff1923846d9b	0d87a0f605c014157645f75e2314a090b5c058aa6cbb9bf0fec2fdfab4074d7a
251	8	686648b0dccff7792ca6a219aaa78155753298b2a3cc4ab29fe0ff1923846d9b	ecaf09178de8e512f9d7c34c0294ec6dc46cce6230c18cf43255a1bed6d8f40b
252	4	c4a20fd621ef5b9e5743fb89c9fa1a1e4a924768bf440e6d27cfc34a0cba03a2	83dcc787ccc03108de9f1ee7b732c7e6e202a9c293b176fdc3e76c951365b071
252	6	c4a20fd621ef5b9e5743fb89c9fa1a1e4a924768bf440e6d27cfc34a0cba03a2	781ef50dd687992ab57e50f1f40ad2cfe7e5957d9e3a772db145236f93546017
252	8	c4a20fd621ef5b9e5743fb89c9fa1a1e4a924768bf440e6d27cfc34a0cba03a2	902ec3e327623d43ec8355cd71abaef7af28711e906314adedf6961186a93b78
253	4	8658aeed7776d4f7ed43b9031e3a2f2a9b3e34bca1b06214facaf638616ec451	90a1e2ab983a98c8d97e4f6594e0d265bf4a2b6be1c7cb056f01afc3f4c519dc
253	6	8658aeed7776d4f7ed43b9031e3a2f2a9b3e34bca1b06214facaf638616ec451	c3d524eb48c1a41d73e5c97036cde362e84ffefc0bf472a932653c6b1ff8646d
253	8	8658aeed7776d4f7ed43b9031e3a2f2a9b3e34bca1b06214facaf638616ec451	ff3ec877ffe49177c47bd06f4013fbb7afb6a3bb8c407cad12001a9693603470
254	4	d6180692a81907b730f196e163743da4c3a4ac8fe678a8b969cd3599a0ef5332	d08be82b4f10159728be82e8ec008b7c4478158e2620e4dd027f8cf4ae3eeafb
254	6	d6180692a81907b730f196e163743da4c3a4ac8fe678a8b969cd3599a0ef5332	3b254ff8b274523a76002555cdc767d61aa3b26019612d2e0e956226f05fc8d9
254	8	d6180692a81907b730f196e163743da4c3a4ac8fe678a8b969cd3599a0ef5332	3f444bab47d860ed8593209cd5a5f664a18455beb167fb0a504470eb7e9aaebf
255	4	5b5bc6755c9ad701bfbadcb4626730687b20585001e9a624fe1f2e25c1edee89	b0cbc09951f7d333c14779bf23dd9475da329155ca6acef6f7ac196abbe2123e
255	6	5b5bc6755c9ad701bfbadcb4626730687b20585001e9a624fe1f2e25c1edee89	c8082a4986e599b48a738cfe72e1d2c59e6cb7cb52d23c93d37917426ae6159c
255	8	5b5bc6755c9ad701bfbadcb4626730687b20585001e9a624fe1f2e25c1edee89	39f9cfb62c6d3bad8184fde7e3a9fa76069efe1ef21ac7ca01934405633e8956
256	4	000fbe81d09bccdcf58ed122c6ae6188a9bb46838513d642e180c5722bc295e8	730201349416ff2bad84e5ed75a5ffb61470d9bd99ad33609f90641d14fb32d6
256	6	000fbe81d09bccdcf58ed122c6ae6188a9bb46838513d642e180c5722bc295e8	3f11ba8bffec986802dff3a4a5bb973d68b9efa8d78b2961d68a10bd35488dae
256	8	000fbe81d09bccdcf58ed122c6ae6188a9bb46838513d642e180c5722bc295e8	cb108838fc5fd8b1c9545eeefe306d17b45ca5b91304dedfda4adc472e921c3b
257	4	5e29eef220b2f643c0b355c2f60c4c0aeeb2f5a69ba853d0a5a815105a9015bc	ffb73f81e1e034ca2cadfcbd0f234c0da99cd47045f774c68868cfb94298a288
257	6	5e29eef220b2f643c0b355c2f60c4c0aeeb2f5a69ba853d0a5a815105a9015bc	1c4de962d08e7c7d1893ffff48ac0004d5d5d7962acb889841c3d73dcd90a057
257	8	5e29eef220b2f643c0b355c2f60c4c0aeeb2f5a69ba853d0a5a815105a9015bc	6d2c6bdcdf0e8a74ae6f4ba71b3287388b1558761323cc5beb71ddff2a82c080
258	4	a6bb098e098ca03b4904eb7b454f7174a7364bef395ad4acff033ed284b8b078	2b7b0a35a092768b9c129487323003e1e3a5d55392775c0b05ccaa2675d08aaf
258	6	a6bb098e098ca03b4904eb7b454f7174a7364bef395ad4acff033ed284b8b078	5136d819c9bab76b2617a070c4142d64a1a1b7229828ed62cefbf1d8aaeb8a41
258	8	a6bb098e098ca03b4904eb7b454f7174a7364bef395ad4acff033ed284b8b078	ab92b52f1cd6cc703d1ed239d31ee53fab19c4368a54e881358d1f5834b8c8ce
259	4	7abb73d405809d67fb8b19184828ee1932d1561bc06fcc842a4f912100f8ade4	45f181c1f0f046cbf604ce968c69ac3a363a5eac17486f58850dc092cff9b9ab
259	6	7abb73d405809d67fb8b19184828ee1932d1561bc06fcc842a4f912100f8ade4	a50856bfd5c48fa3a4b122d88ba5fc0262034b1ddf4504ea9637654f183479fb
259	8	7abb73d405809d67fb8b19184828ee1932d1561bc06fcc842a4f912100f8ade4	6d501cb26a0d32a9a448613694f863ea5fee5025df3d1f66bf8ca7ba2df74b83
260	4	22e82e63fc9dd185122b3938c2a4349828affb2dc4d8a7680722c6732dfe1fbd	7508d1942159edbe9d6f6afb2a3e0f6dba65b1c3ef548a841ea91be0924c618d
260	6	22e82e63fc9dd185122b3938c2a4349828affb2dc4d8a7680722c6732dfe1fbd	f194250175e6b79f05959aa68ba44e75fce705854a95df82d9ab8d54c454e4f1
260	8	22e82e63fc9dd185122b3938c2a4349828affb2dc4d8a7680722c6732dfe1fbd	fa4552d23d25c83bf2cf06b9e14ba0ce291eeaf1977bb619b59f514b46cfb2df
