source_column	ensembl_id	gene_symbol	unique_symbol
7277	ENSG00000228919	AC097381.1	True
7278	ENSG00000163995	ABLIM2	True
7279	ENSG00000273267	RP11-338K13.1	True
7280	ENSG00000251460	RP11-1258F18.1	True
7281	ENSG00000125089	SH3TC1	True
7282	ENSG00000281359	AC104650.2	True
7283	ENSG00000170801	HTRA3	True
7284	ENSG00000249145	RP11-774O3.2	True
7285	ENSG00000248986	RP11-774O3.1	True
7286	ENSG00000251615	RP11-774O3.3	True
7287	ENSG00000087008	ACOX3	True
7288	ENSG00000155275	TRMT44	True
7289	ENSG00000251186	RP11-689P11.3	True
7290	ENSG00000205959	RP11-689P11.2	True
7291	ENSG00000155269	GPR78	True
7292	ENSG00000109625	CPZ	True
7293	ENSG00000250915	RP11-1338A24.1	True
7294	ENSG00000215612	HMX1	True
7295	ENSG00000229924	FAM90A26	True
7296	ENSG00000231396	USP17L10	True
7297	ENSG00000233136	USP17L11	True
7298	ENSG00000227551	USP17L12	True
7299	ENSG00000232399	USP17L13	True
7300	ENSG00000223569	USP17L15	True
7301	ENSG00000249104	USP17L17	True
7302	ENSG00000250844	USP17L18	True
7303	ENSG00000248920	USP17L19	True
7304	ENSG00000250745	USP17L20	True
7305	ENSG00000249811	USP17L21	True
7306	ENSG00000248933	USP17L22	True
7307	ENSG00000250913	USP17L23	True
7308	ENSG00000232264	USP17L24	True
7309	ENSG00000230430	USP17L25	True
7310	ENSG00000229579	USP17L26	True
7311	ENSG00000227140	USP17L5	True
7312	ENSG00000235780	USP17L27	True
7313	ENSG00000231051	USP17L28	True
7314	ENSG00000231637	USP17L29	True
7315	ENSG00000228856	USP17L30	True
7316	ENSG00000186146	DEFB131	True
7317	ENSG00000109667	SLC2A9	True
7318	ENSG00000169676	DRD5	True
7319	ENSG00000249219	RP13-560N11.1	True
7320	ENSG00000250413	RP11-448G15.1	True
7321	ENSG00000071127	WDR1	True
7322	ENSG00000178163	ZNF518B	True
7323	ENSG00000109684	CLNK	True
7324	ENSG00000249334	RP11-61G19.1	True
7325	ENSG00000283083	RP11-61G19.2	True
7326	ENSG00000002587	HS3ST1	True
7327	ENSG00000251152	RP11-281P23.1	True
7328	ENSG00000249631	RP11-281P23.2	True
7329	ENSG00000248300	RP11-74M11.2	True
7330	ENSG00000248262	RP11-1J7.1	True
7331	ENSG00000251210	RP11-168E17.1	True
7332	ENSG00000250371	RP11-22A3.2	True
7333	ENSG00000250098	RP11-22A3.1	True
7334	ENSG00000157869	RAB28	True
7335	ENSG00000281202	LINC01097	True
7336	ENSG00000109705	NKX3-2	True
7337	ENSG00000246095	LINC01096	True
7338	ENSG00000038219	BOD1L1	True
7339	ENSG00000281620	AC006445.1	True
7340	ENSG00000250634	LINC01182	True
7341	ENSG00000250497	AC007126.1	True
7342	ENSG00000248698	LINC01085	True
7343	ENSG00000251679	RP11-669M16.2	True
7344	ENSG00000249988	RP11-669M16.1	True
7345	ENSG00000251412	AC006296.1	True
7346	ENSG00000248425	AC006296.2	True
7347	ENSG00000248360	LINC00504	True
7348	ENSG00000247624	CPEB2-AS1	True
7349	ENSG00000137449	CPEB2	True
7350	ENSG00000249252	RP11-665G4.1	True
7351	ENSG00000163145	C1QTNF7	True
7352	ENSG00000251379	RP11-484O2.1	True
7353	ENSG00000048342	CC2D2A	True
7354	ENSG00000273133	RP11-799M12.2	True
7355	ENSG00000118564	FBXL5	True
7356	ENSG00000237765	FAM200B	True
7357	ENSG00000109743	BST1	True
7358	ENSG00000004468	CD38	True
7359	ENSG00000137440	FGFBP1	True
7360	ENSG00000137441	FGFBP2	True
7361	ENSG00000007062	PROM1	True
7362	ENSG00000169762	TAPT1	True
7363	ENSG00000249234	RP11-452J21.2	True
7364	ENSG00000263327	TAPT1-AS1	True
7365	ENSG00000248138	RP11-446J8.1	True
7366	ENSG00000169744	LDB2	True
7367	ENSG00000249998	RP11-141E13.1	True
7368	ENSG00000250819	RP11-576E20.1	True
7369	ENSG00000151552	QDPR	True
7370	ENSG00000249581	CLRN2	True
7371	ENSG00000002549	LAP3	True
7372	ENSG00000249502	AC006160.5	True
7373	ENSG00000118579	MED28	True
7374	ENSG00000047662	FAM184B	True
7375	ENSG00000163257	DCAF16	True
7376	ENSG00000109805	NCAPG	True
7377	ENSG00000178177	LCORL	True
7378	ENSG00000251048	RP11-608B3.1	True
7379	ENSG00000248238	RP11-3J1.1	True
7380	ENSG00000248515	RP11-608O21.1	True
7381	ENSG00000249441	RP11-94H6.1	True
7382	ENSG00000145147	SLIT2	True
7383	ENSG00000163138	PACRGL	True
7384	ENSG00000185774	KCNIP4	True
7385	ENSG00000272995	RP11-362J17.1	True
7386	ENSG00000250243	RP11-120A1.1	True
7387	ENSG00000250092	RP11-556G22.3	True
7388	ENSG00000248343	RP11-556G22.2	True
7389	ENSG00000280650	KCNIP4-IT1	True
7390	ENSG00000250039	RP11-17E2.2	True
7391	ENSG00000152990	ADGRA3	True
7392	ENSG00000248837	RP11-412P11.1	True
7393	ENSG00000249645	RP11-552M14.1	True
7394	ENSG00000249547	RP11-453O5.1	True
7395	ENSG00000250137	RP11-380P13.1	True
7396	ENSG00000251292	ERVH-1	True
7397	ENSG00000109819	PPARGC1A	True
7398	ENSG00000249453	RP13-497K6.1	True
7399	ENSG00000109606	DHX15	True
7400	ENSG00000261121	RP11-496D24.2	True
7401	ENSG00000109610	SOD3	True
7402	ENSG00000181982	CCDC149	True
7403	ENSG00000153012	LGI2	True
7404	ENSG00000109618	SEPSECS	True
7405	ENSG00000281501	SEPSECS-AS1	True
7406	ENSG00000281028	RP11-717K11.2	True
7407	ENSG00000271172	RP11-660M5.1	True
7408	ENSG00000038210	PI4K2B	True
7409	ENSG00000168228	ZCCHC4	True
7410	ENSG00000053900	ANAPC4	True
7411	ENSG00000248545	RP11-302F12.3	True
7412	ENSG00000157765	SLC34A2	True
7413	ENSG00000091490	SEL1L3	True
7414	ENSG00000250541	RP11-302F12.10	True
7415	ENSG00000250317	SMIM20	True
7416	ENSG00000251009	RP13-494C23.1	True
7417	ENSG00000168214	RBPJ	True
7418	ENSG00000163394	CCKAR	True
7419	ENSG00000109680	TBC1D19	True
7420	ENSG00000109689	STIM2	True
7421	ENSG00000240005	RP11-293A21.1	True
7422	ENSG00000251080	RP11-415C15.1	True
7423	ENSG00000205830	AC024132.1	True
7424	ENSG00000249699	RP11-415C15.2	True
7425	ENSG00000251325	RP11-415C15.3	True
7426	ENSG00000251410	AC007106.1	True
7427	ENSG00000250038	RP11-180C1.1	True
7428	ENSG00000250064	RP11-123O22.1	True
7429	ENSG00000250190	RP11-292B1.2	True
7430	ENSG00000249228	RP11-769N22.1	True
7431	ENSG00000248176	RP11-472K22.1	True
7432	ENSG00000248338	RP11-472K22.2	True
7433	ENSG00000169851	PCDH7	True
7434	ENSG00000249678	RP11-619J20.1	True
7435	ENSG00000251182	RP11-617I14.1	True
7436	ENSG00000251434	RP11-315A17.1	True
7437	ENSG00000249882	RP11-665I14.1	True
7438	ENSG00000251129	RP11-734I18.1	True
7439	ENSG00000251329	RP11-240A16.1	True
7440	ENSG00000248417	RP11-802H3.2	True
7441	ENSG00000250954	RP11-79E3.3	True
7442	ENSG00000250723	RP11-79E3.2	True
7443	ENSG00000248685	RP11-548L20.1	True
7444	ENSG00000250597	RP11-725M22.1	True
7445	ENSG00000047365	ARAP2	True
7446	ENSG00000247193	RP11-431M7.3	True
7447	ENSG00000197057	DTHD1	True
7448	ENSG00000251438	RP11-431M7.2	True
7449	ENSG00000248215	RP11-722M1.1	True
7450	ENSG00000247810	RP11-103J17.1	True
7451	ENSG00000174145	NWD2	True
7452	ENSG00000154274	C4orf19	True
7453	ENSG00000248936	RP11-36B15.1	True
7454	ENSG00000181826	RELL1	True
7455	ENSG00000169299	PGM2	True
7456	ENSG00000279386	AC021106.1	True
7457	ENSG00000065882	TBC1D1	True
7458	ENSG00000250254	PTTG2	True
7459	ENSG00000251642	RP11-600L4.1	True
7460	ENSG00000248227	RP11-83C7.1	True
7461	ENSG00000249534	LINC01258	True
7462	ENSG00000249667	LINC01259	True
7463	ENSG00000251635	RP11-213G21.2	True
7464	ENSG00000271958	RP11-617D20.2	True
7465	ENSG00000109787	KLF3	True
7466	ENSG00000174123	TLR10	True
7467	ENSG00000174125	TLR1	True
7468	ENSG00000174130	TLR6	True
7469	ENSG00000197712	FAM114A1	True
7470	ENSG00000121895	TMEM156	True
7471	ENSG00000109790	KLHL5	True
7472	ENSG00000249207	RP11-360F5.1	True
7473	ENSG00000249685	RP11-360F5.3	True
7474	ENSG00000157796	WDR19	True
7475	ENSG00000035928	RFC1	True
7476	ENSG00000134962	KLB	True
7477	ENSG00000163682	RPL9	True
7478	ENSG00000121897	LIAS	True
7479	ENSG00000109814	UGDH	True
7480	ENSG00000249348	UGDH-AS1	True
7481	ENSG00000163683	SMIM14	True
7482	ENSG00000255458	RP11-539G18.3	True
7483	ENSG00000078140	UBE2K	True
7484	ENSG00000121892	PDS5A	True
7485	ENSG00000078177	N4BP2	True
7486	ENSG00000168421	RHOH	True
7487	ENSG00000250338	RP11-395I6.2	True
7488	ENSG00000249241	AC195454.1	True
7489	ENSG00000174343	CHRNA9	True
7490	ENSG00000163694	RBM47	True
7491	ENSG00000250893	RP11-588L15.2	True
7492	ENSG00000179299	NSUN7	True
7493	ENSG00000163697	APBB2	True
7494	ENSG00000250906	RP11-632F7.3	True
7495	ENSG00000251173	UCHL1-AS1	True
7496	ENSG00000154277	UCHL1	True
7497	ENSG00000064042	LIMCH1	True
7498	ENSG00000249216	RP11-227F19.5	True
7499	ENSG00000109132	PHOX2B	True
7500	ENSG00000250467	RP11-227F19.1	True
7501	ENSG00000249122	RP11-227F19.2	True
7502	ENSG00000245870	LINC00682	True
7503	ENSG00000249771	RP11-457P14.5	True
7504	ENSG00000109133	TMEM33	True
7505	ENSG00000182308	DCAF4L1	True
7506	ENSG00000272862	RP11-814H16.2	True
7507	ENSG00000014824	SLC30A9	True
7508	ENSG00000188848	BEND4	True
7509	ENSG00000250781	RP11-63A11.1	True
7510	ENSG00000178343	SHISA3	True
7511	ENSG00000124406	ATP8A1	True
7512	ENSG00000260519	RP11-109E24.2	True
7513	ENSG00000251517	RP11-109E24.1	True
7514	ENSG00000215203	GRXCR1	True
7515	ENSG00000248939	RP11-395F4.1	True
7516	ENSG00000248143	RP11-324J13.2	True
7517	ENSG00000250863	RP11-663P9.1	True
7518	ENSG00000251350	LVCAT1	True
7519	ENSG00000183783	KCTD8	True
7520	ENSG00000177752	YIPF7	True
7521	ENSG00000151806	GUF1	True
7522	ENSG00000163281	GNPDA2	True
7523	ENSG00000273369	RP11-700J17.1	True
7524	ENSG00000272936	RP11-700J17.2	True
7525	ENSG00000248744	RP11-362I1.1	True
7526	ENSG00000163285	GABRG1	True
7527	ENSG00000151834	GABRA2	True
7528	ENSG00000249330	RP11-436F23.1	True
7529	ENSG00000170516	COX7B2	True
7530	ENSG00000109158	GABRA4	True
7531	ENSG00000163288	GABRB1	True
7532	ENSG00000169019	COMMD8	True
7533	ENSG00000145246	ATP10D	True
7534	ENSG00000248254	AC092597.3	True
7535	ENSG00000145244	CORIN	True
7536	ENSG00000282917	RP11-121C2.3	True
7537	ENSG00000259959	RP11-121C2.2	True
7538	ENSG00000170448	NFXL1	True
7539	ENSG00000163293	NIPAL1	True
7540	ENSG00000198515	CNGA1	True
7541	ENSG00000074966	TXK	True
7542	ENSG00000135605	TEC	True
7543	ENSG00000109171	SLAIN2	True
7544	ENSG00000145248	SLC10A4	True
7545	ENSG00000182223	ZAR1	True
7546	ENSG00000075539	FRYL	True
7547	ENSG00000109180	OCIAD1	True
7548	ENSG00000248256	OCIAD1-AS1	True
7549	ENSG00000145247	OCIAD2	True
7550	ENSG00000109182	CWH43	True
7551	ENSG00000109184	DCUN1D4	True
7552	ENSG00000272576	RP11-365H22.2	True
7553	ENSG00000188993	LRRC66	True
7554	ENSG00000163069	SGCB	True
7555	ENSG00000251040	RP11-535C7.1	True
7556	ENSG00000163071	SPATA18	True
7557	ENSG00000109189	USP46	True
7558	ENSG00000248866	USP46-AS1	True
7559	ENSG00000260120	RP11-177B4.2	True
7560	ENSG00000226887	ERVMER34-1	True
7561	ENSG00000250302	LINC01618	True
7562	ENSG00000128045	RASL11B	True
7563	ENSG00000184178	SCFD2	True
7564	ENSG00000248115	RP11-752D24.2	True
7565	ENSG00000145216	FIP1L1	True
7566	ENSG00000282278	RP11-231C18.3	True
7567	ENSG00000072201	LNX1	True
7568	ENSG00000250930	LNX1-AS1	True
7569	ENSG00000272650	RP11-571I18.4	True
7570	ENSG00000109220	CHIC2	True
7571	ENSG00000269506	RP11-571I18.5	True
7572	ENSG00000180613	GSX2	True
7573	ENSG00000134853	PDGFRA	True
7574	ENSG00000248184	RP11-231C18.1	True
7575	ENSG00000248518	RP11-231C18.2	True
7576	ENSG00000251264	RP11-545H22.1	True
7577	ENSG00000250456	AC006552.1	True
7578	ENSG00000157404	KIT	True
7579	ENSG00000249727	RP11-273B19.2	True
7580	ENSG00000251256	RP11-273B19.1	True
7581	ENSG00000248317	RP11-463H12.2	True
7582	ENSG00000250646	RP11-530I17.1	True
7583	ENSG00000128052	KDR	True
7584	ENSG00000128039	SRD5A3	True
7585	ENSG00000273257	RP11-177J6.1	True
7586	ENSG00000134851	TMEM165	True
7587	ENSG00000134852	CLOCK	True
7588	ENSG00000272969	RP11-528I4.2	True
7589	ENSG00000163440	PDCL2	True
7590	ENSG00000109255	NMU	True
7591	ENSG00000250821	RP11-345F18.1	True
7592	ENSG00000090989	EXOC1	True
7593	ENSG00000174799	CEP135	True
7594	ENSG00000109265	KIAA1211	True
7595	ENSG00000157426	AASDH	True
7596	ENSG00000269921	RP11-646I6.5	True
7597	ENSG00000128059	PPAT	True
7598	ENSG00000270147	RP11-646I6.6	True
7599	ENSG00000128050	PAICS	True
7600	ENSG00000174780	SRP72	True
7601	ENSG00000196503	ARL9	True
7602	ENSG00000249693	THEGL	True
7603	ENSG00000171476	HOPX	True
7604	ENSG00000128040	SPINK2	True
7605	ENSG00000084093	REST	True
7606	ENSG00000269949	RP11-738E22.3	True
7607	ENSG00000084092	NOA1	True
7608	ENSG00000047315	POLR2B	True
7609	ENSG00000163453	IGFBP7	True
7610	ENSG00000245067	IGFBP7-AS1	True
7611	ENSG00000250192	RP11-300M6.1	True
7612	ENSG00000248505	RP11-319E12.1	True
7613	ENSG00000251459	RP11-319E12.2	True
7614	ENSG00000251049	RP11-685F15.1	True
7615	ENSG00000250333	RP11-4O3.1	True
7616	ENSG00000249831	RP11-4O3.2	True
7617	ENSG00000250340	RP11-577G20.1	True
7618	ENSG00000250078	RP11-577G20.2	True
7619	ENSG00000251339	RP11-506N2.1	True
7620	ENSG00000251266	RP11-340A13.2	True
7621	ENSG00000250375	RP11-340A13.3	True
7622	ENSG00000249111	RP11-622J8.1	True
7623	ENSG00000249392	RP11-725D20.1	True
7624	ENSG00000249892	RP11-525J21.1	True
7625	ENSG00000249066	RP11-593F5.2	True
7626	ENSG00000240152	RP11-16N2.1	True
7627	ENSG00000150471	ADGRL3	True
7628	ENSG00000205682	RP11-798L4.1	True
7629	ENSG00000248692	ADGRL3-AS1	True
7630	ENSG00000251055	RP11-257A22.1	True
7631	ENSG00000250775	RP11-12K22.1	True
7632	ENSG00000205678	TECRL	True
7633	ENSG00000250125	RP11-707A18.1	True
7634	ENSG00000145242	EPHA5	True
7635	ENSG00000250846	EPHA5-AS1	True
7636	ENSG00000248479	RP11-807H7.2	True
7637	ENSG00000251527	RP11-51P8.1	True
7638	ENSG00000249413	RP11-25H12.1	True
7639	ENSG00000272304	RP11-19C24.1	True
7640	ENSG00000250075	RP11-584P21.2	True
7641	ENSG00000145241	CENPC	True
7642	ENSG00000035720	STAP1	True
7643	ENSG00000033178	UBA6	True
7644	ENSG00000248049	UBA6-AS1	True
7645	ENSG00000109163	GNRHR	True
7646	ENSG00000153802	TMPRSS11D	True
7647	ENSG00000187054	TMPRSS11A	True
7648	ENSG00000198092	TMPRSS11F	True
7649	ENSG00000185873	TMPRSS11B	True
7650	ENSG00000083896	YTHDC1	True
7651	ENSG00000087128	TMPRSS11E	True
7652	ENSG00000197888	UGT2B17	True
7653	ENSG00000196620	UGT2B15	True
7654	ENSG00000109181	UGT2B10	True
7655	ENSG00000272626	RP11-468N14.13	True
7656	ENSG00000135220	UGT2A3	True
7657	ENSG00000213759	UGT2B11	True
7658	ENSG00000171234	UGT2B7	True
7659	ENSG00000250696	RP11-704M14.1	True
7660	ENSG00000135226	UGT2B28	True
7661	ENSG00000156096	UGT2B4	True
7662	ENSG00000173610	UGT2A1	True
7663	ENSG00000271271	UGT2A2	True
7664	ENSG00000173597	SULT1B1	True
7665	ENSG00000109193	SULT1E1	True
7666	ENSG00000126545	CSN1S1	True
7667	ENSG00000135222	CSN2	True
7668	ENSG00000126549	STATH	True
7669	ENSG00000279857	AC063956.1	True
7670	ENSG00000205649	HTN3	True
7671	ENSG00000126550	HTN1	True
7672	ENSG00000187533	PRR27	True
7673	ENSG00000109205	ODAM	True
7674	ENSG00000181617	FDCSP	True
7675	ENSG00000171209	CSN3	True
7676	ENSG00000145309	CABS1	True
7677	ENSG00000109208	SMR3A	True
7678	ENSG00000171201	SMR3B	True
7679	ENSG00000171199	PROL1	True
7680	ENSG00000171195	MUC7	True
7681	ENSG00000187689	AMTN	True
7682	ENSG00000178522	AMBN	True
7683	ENSG00000132464	ENAM	True
7684	ENSG00000132465	JCHAIN	True
7685	ENSG00000132467	UTP3	True
7686	ENSG00000272986	RP11-46J23.1	True
7687	ENSG00000018189	RUFY3	True
7688	ENSG00000132463	GRSF1	True
7689	ENSG00000173542	MOB1B	True
7690	ENSG00000156136	DCK	True
7691	ENSG00000080493	SLC4A4	True
7692	ENSG00000145321	GC	True
7693	ENSG00000248567	RP11-545L5.1	True
7694	ENSG00000056291	NPFFR2	True
7695	ENSG00000156140	ADAMTS3	True
7696	ENSG00000250877	RP11-373J21.1	True
7697	ENSG00000163626	COX18	True
7698	ENSG00000132466	ANKRD17	True
7699	ENSG00000250220	RP11-692D12.1	True
7700	ENSG00000163631	ALB	True
7701	ENSG00000081051	AFP	True
7702	ENSG00000079557	AFM	True
7703	ENSG00000250436	RP11-622A1.2	True
7704	ENSG00000169435	RASSF6	True
7705	ENSG00000228277	AC112518.3	True
7706	ENSG00000169429	CXCL8	True
7707	ENSG00000124875	CXCL6	True
7708	ENSG00000109272	PF4V1	True
7709	ENSG00000163739	CXCL1	True
7710	ENSG00000163737	PF4	True
7711	ENSG00000163736	PPBP	True
7712	ENSG00000163735	CXCL5	True
7713	ENSG00000163734	CXCL3	True
7714	ENSG00000081041	CXCL2	True
7715	ENSG00000163738	MTHFD2L	True
7716	ENSG00000269559	RP11-629B11.5	True
7717	ENSG00000182585	EPGN	True
7718	ENSG00000124882	EREG	True
7719	ENSG00000250532	RP11-727M10.1	True
7720	ENSG00000109321	AREG	True
7721	ENSG00000249942	AC142293.3	True
7722	ENSG00000174808	BTC	True
7723	ENSG00000169116	PARM1	True
7724	ENSG00000249717	RP11-44F21.3	True
7725	ENSG00000248165	RP11-44F21.2	True
7726	ENSG00000260265	RP11-44F21.5	True
7727	ENSG00000251185	RP11-542G1.1	True
7728	ENSG00000251454	RP11-542G1.2	True
7729	ENSG00000251383	RP11-542G1.3	True
7730	ENSG00000248646	RP11-567N4.2	True
7731	ENSG00000250735	RP11-567N4.3	True
7732	ENSG00000163743	RCHY1	True
7733	ENSG00000174796	THAP6	True
7734	ENSG00000174792	C4orf26	True
7735	ENSG00000138769	CDKL2	True
7736	ENSG00000138757	G3BP2	True
7737	ENSG00000138768	USO1	True
7738	ENSG00000229717	RP11-556N4.1	True
7739	ENSG00000156194	PPEF2	True
7740	ENSG00000138744	NAAA	True
7741	ENSG00000198301	SDAD1	True
7742	ENSG00000279909	AC110615.1	True
7743	ENSG00000245928	RP11-630D6.5	True
7744	ENSG00000280671	AC112719.2	True
7745	ENSG00000138755	CXCL9	True
7746	ENSG00000156219	ART3	True
7747	ENSG00000169245	CXCL10	True
7748	ENSG00000169248	CXCL11	True
7749	ENSG00000138750	NUP54	True
7750	ENSG00000138760	SCARB2	True
7751	ENSG00000189157	FAM47E	True
7752	ENSG00000272414	FAM47E-STBD1	True
7753	ENSG00000118804	STBD1	True
7754	ENSG00000163749	CCDC158	True
7755	ENSG00000138771	SHROOM3	True
7756	ENSG00000233860	RP11-359D14.2	True
7757	ENSG00000224218	RP11-359D14.3	True
7758	ENSG00000186212	SOWAHB	True
7759	ENSG00000138758	SEPT11	True
7760	ENSG00000118816	CCNI	True
7761	ENSG00000138764	CCNG2	True
7762	ENSG00000249036	RP11-625I7.1	True
7763	ENSG00000156234	CXCL13	True
7764	ENSG00000138767	CNOT6L	True
7765	ENSG00000169288	MRPL1	True
7766	ENSG00000138759	FRAS1	True
7767	ENSG00000138772	ANXA3	True
7768	ENSG00000251442	LINC01094	True
7769	ENSG00000260278	RP11-109G23.3	True
7770	ENSG00000138756	BMP2K	True
7771	ENSG00000163291	PAQR3	True
7772	ENSG00000249307	LINC01088	True
7773	ENSG00000156269	NAA11	True
7774	ENSG00000196475	GK2	True
7775	ENSG00000250334	LINC00989	True
7776	ENSG00000251399	RP11-234K19.1	True
7777	ENSG00000248408	RP11-452C8.1	True
7778	ENSG00000251321	PCAT4	True
7779	ENSG00000163297	ANTXR2	True
7780	ENSG00000248719	RP11-377G16.2	True
7781	ENSG00000152784	PRDM8	True
7782	ENSG00000138675	FGF5	True
7783	ENSG00000197826	C4orf22	True
7784	ENSG00000152785	BMP3	True
7785	ENSG00000138669	PRKG2	True
7786	ENSG00000251059	RP11-100N20.1	True
7787	ENSG00000138670	RASGEF1B	True
7788	ENSG00000251331	RP11-689K5.3	True
7789	ENSG00000273156	RP11-127B20.2	True
7790	ENSG00000138668	HNRNPD	True
7791	ENSG00000272677	RP11-127B20.3	True
7792	ENSG00000152795	HNRNPDL	True
7793	ENSG00000145293	ENOPH1	True
7794	ENSG00000249242	TMEM150C	True
7795	ENSG00000231782	LINC00575	True
7796	ENSG00000145284	SCD5	True
7797	ENSG00000138674	SEC31A	True
7798	ENSG00000251022	THAP9-AS1	True
7799	ENSG00000168152	THAP9	True
7800	ENSG00000189308	LIN54	True
7801	ENSG00000138663	COPS4	True
7802	ENSG00000145287	PLAC8	True
7803	ENSG00000250057	RP11-576N17.5	True
7804	ENSG00000173085	COQ2	True
7805	ENSG00000173083	HPSE	True
7806	ENSG00000163312	HELQ	True
7807	ENSG00000163319	MRPS18C	True
7808	ENSG00000163322	FAM175A	True
7809	ENSG00000138678	GPAT3	True
7810	ENSG00000249171	RP11-767N15.1	True
7811	ENSG00000248749	RP11-42A4.1	True
7812	ENSG00000163623	NKX6-1	True
7813	ENSG00000163624	CDS1	True
7814	ENSG00000163625	WDFY3	True
7815	ENSG00000251260	WDFY3-AS1	True
7816	ENSG00000138639	ARHGAP24	True
7817	ENSG00000273389	RP13-514E23.2	True
7818	ENSG00000109339	MAPK10	True
7819	ENSG00000250062	RP11-778J15.1	True
7820	ENSG00000163629	PTPN13	True
7821	ENSG00000145283	SLC10A6	True
7822	ENSG00000163633	C4orf36	True
7823	ENSG00000172493	AFF1	True
7824	ENSG00000145332	KLHL8	True
7825	ENSG00000250572	RP11-529H2.1	True
7826	ENSG00000170509	HSD17B13	True
7827	ENSG00000198189	HSD17B11	True
7828	ENSG00000170502	NUDT9	True
7829	ENSG00000272856	RP11-710E1.2	True
7830	ENSG00000152583	SPARCL1	True
7831	ENSG00000249001	RP11-742B18.1	True
7832	ENSG00000152591	DSPP	True
7833	ENSG00000152592	DMP1	True
7834	ENSG00000029559	IBSP	True
7835	ENSG00000152595	MEPE	True
7836	ENSG00000118785	SPP1	True
7837	ENSG00000118762	PKD2	True
7838	ENSG00000118777	ABCG2	True
7839	ENSG00000163644	PPM1K	True
7840	ENSG00000246375	RP11-10L7.1	True
7841	ENSG00000138642	HERC6	True
7842	ENSG00000138646	HERC5	True
7843	ENSG00000145337	PYURF	True
7844	ENSG00000138641	HERC3	True
7845	ENSG00000255072	PIGY	True
7846	ENSG00000177432	NAP1L5	True
7847	ENSG00000248019	FAM13A-AS1	True
7848	ENSG00000138640	FAM13A	True
7849	ENSG00000180346	TIGD2	True
7850	ENSG00000270720	RP11-84C13.2	True
7851	ENSG00000185477	GPRIN3	True
7852	ENSG00000251095	RP11-115D19.1	True
7853	ENSG00000145335	SNCA	True
7854	ENSG00000274238	RP11-115D19.3	True
7855	ENSG00000277695	RP11-115D19.4	True
7856	ENSG00000276542	RP11-115D19.2	True
7857	ENSG00000247775	SNCA-AS1	True
7858	ENSG00000138722	MMRN1	True
7859	ENSG00000184305	CCSER1	True
7860	ENSG00000248984	AC004054.1	True
7861	ENSG00000249049	RP11-763F8.1	True
7862	ENSG00000249052	RP11-354O24.1	True
7863	ENSG00000249152	RP11-562F9.2	True
7864	ENSG00000248511	RP11-9B6.1	True
7865	ENSG00000152208	GRID2	True
7866	ENSG00000248627	RP11-428L21.1	True
7867	ENSG00000250908	RP11-703C10.1	True
7868	ENSG00000172238	ATOH1	True
7869	ENSG00000246541	RP11-363G15.2	True
7870	ENSG00000163104	SMARCAD1	True
7871	ENSG00000163106	HPGDS	True
7872	ENSG00000163110	PDLIM5	True
7873	ENSG00000249951	RP11-554D13.1	True
7874	ENSG00000249599	BMPR1B-AS1	True
7875	ENSG00000138696	BMPR1B	True
7876	ENSG00000182168	UNC5C	True
7877	ENSG00000271474	RP11-710C12.1	True
7878	ENSG00000163114	PDHA2	True
7879	ENSG00000248510	RP11-145G20.1	True
7880	ENSG00000253170	RP11-431J17.1	True
7881	ENSG00000163116	STPG2	True
7882	ENSG00000251620	STPG2-AS1	True
7883	ENSG00000214559	RP11-323J4.1	True
7884	ENSG00000138698	RAP1GDS1	True
7885	ENSG00000168785	TSPAN5	True
7886	ENSG00000251523	RP11-724M22.1	True
7887	ENSG00000260641	RP11-1299A16.3	True
7888	ENSG00000151247	EIF4E	True
7889	ENSG00000263923	RP11-571L19.7	True
7890	ENSG00000164024	METAP1	True
7891	ENSG00000272777	RP11-571L19.8	True
7892	ENSG00000197894	ADH5	True
7893	ENSG00000246090	RP11-696N14.1	True
7894	ENSG00000198099	ADH4	True
7895	ENSG00000172955	ADH6	True
7896	ENSG00000187758	ADH1A	True
7897	ENSG00000196616	ADH1B	True
7898	ENSG00000248144	ADH1C	True
7899	ENSG00000196344	ADH7	True
7900	ENSG00000138813	C4orf17	True
7901	ENSG00000145331	TRMT10A	True
7902	ENSG00000138823	MTTP	True
7903	ENSG00000248676	RP11-766F14.1	True
7904	ENSG00000248713	RP11-766F14.2	True
7905	ENSG00000070190	DAPP1	True
7906	ENSG00000109270	LAMTOR3	True
7907	ENSG00000164031	DNAJB14	True
7908	ENSG00000164032	H2AFZ	True
7909	ENSG00000245322	RP11-15B17.1	True
7910	ENSG00000145358	DDIT4L	True
7911	ENSG00000249710	RP11-588P8.1	True
7912	ENSG00000164035	EMCN	True
7913	ENSG00000138814	PPP3CA	True
7914	ENSG00000254531	FLJ20021	True
7915	ENSG00000153064	BANK1	True
7916	ENSG00000251309	RP11-498M5.2	True
7917	ENSG00000138821	SLC39A8	True
7918	ENSG00000248161	RP11-499E18.1	True
7919	ENSG00000260651	AF213884.2	True
7920	ENSG00000109320	NFKB1	True
7921	ENSG00000109323	MANBA	True
7922	ENSG00000109332	UBE2D3	True
7923	ENSG00000246560	RP11-10L12.4	True
7924	ENSG00000145354	CISD2	True
7925	ENSG00000164037	SLC9B1	True
7926	ENSG00000164038	SLC9B2	True
7927	ENSG00000164039	BDH2	True
7928	ENSG00000138778	CENPE	True
